Id,Symbol,ScientificName,ScientificNameComponents,CommonName,Group,RankId,Rank,Durations,GrowthHabits,NativeStatuses,MapCoordinates,PlantsDistributionResults,AcceptedId,OtherCommonNames,HasSynonyms,Ancestors,HasSubordinateTaxa,SubordinateTaxa,HasWildlife,Wildlife,HasWetlandData,WetlandData,HasImages,HasRelatedLinks,RelatedLinks,HasLegalStatuses,LegalStatuses,HasNoxiousStatuses,NoxiousStatuses,HasDocumentation,HasDistributionData,Documentation,PlantNotes,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,InvasiveStatuses,ProtectedStatuses,PlantGuideUrls,FactSheetUrls,HasCharacteristics,PlantLocationId,Characteristics,HasEthnobotany,Ethnobotanies,HasPollinator,Pollinators,ScientificSort,characteristics/0/Active Growth Period,characteristics/0/Bloat,characteristics/0/C:N Ratio,characteristics/0/Coppice Potential,characteristics/0/Fall Conspicuous,characteristics/0/Fire Resistant,characteristics/0/Flower Color,characteristics/0/Flower Conspicuous,characteristics/0/Foliage Color,characteristics/0/Foliage Porosity Summer,characteristics/0/Foliage Porosity Winter,characteristics/0/Foliage Texture,characteristics/0/Fruit/Seed Color,characteristics/0/Fruit/Seed Conspicuous,characteristics/0/Growth Form,characteristics/0/Growth Rate,"characteristics/0/Height at 20 Years, Maximum (feet)","characteristics/0/Height, Mature (feet)",characteristics/0/Known Allelopath,characteristics/0/Leaf Retention,characteristics/0/Lifespan,characteristics/0/Low Growing Grass,characteristics/0/Nitrogen Fixation,characteristics/0/Resprout Ability,characteristics/0/Shape and Orientation,characteristics/0/Toxicity,characteristics/0/Adapted to Coarse Textured Soils,characteristics/0/Adapted to Fine Textured Soils,characteristics/0/Adapted to Medium Textured Soils,characteristics/0/Anaerobic Tolerance,characteristics/0/CaCO3 Tolerance,characteristics/0/Cold Stratification Required,characteristics/0/Drought Tolerance,characteristics/0/Fertility Requirement,characteristics/0/Fire Tolerance,"characteristics/0/Frost Free Days, Minimum",characteristics/0/Hedge Tolerance,characteristics/0/Moisture Use,"characteristics/0/pH, Maximum","characteristics/0/pH, Minimum","characteristics/0/Planting Density per Acre, Maximum","characteristics/0/Planting Density per Acre, Minimum","characteristics/0/Precipitation, Maximum","characteristics/0/Precipitation, Minimum","characteristics/0/Root Depth, Minimum (inches)",characteristics/0/Salinity Tolerance,characteristics/0/Shade Tolerance,"characteristics/0/Temperature, Minimum (°F)",characteristics/0/Bloom Period,characteristics/0/Commercial Availability,characteristics/0/Fruit/Seed Abundance,characteristics/0/Fruit/Seed Period Begin,characteristics/0/Fruit/Seed Period End,characteristics/0/Fruit/Seed Persistence,characteristics/0/Propagated by Bare Root,characteristics/0/Propagated by Bulb,characteristics/0/Propagated by Container,characteristics/0/Propagated by Corm,characteristics/0/Propagated by Cuttings,characteristics/0/Propagated by Seed,characteristics/0/Propagated by Sod,characteristics/0/Propagated by Sprigs,characteristics/0/Propagated by Tubers,characteristics/0/Seed per Pound,characteristics/0/Seed Spread Rate,characteristics/0/Seedling Vigor,characteristics/0/Small Grain,characteristics/0/Vegetative Spread Rate,characteristics/0/Berry/Nut/Seed Product,characteristics/0/Christmas Tree Product,characteristics/0/Fodder Product,characteristics/0/Fuelwood Product,characteristics/0/Lumber Product,characteristics/0/Naval Store Product,characteristics/0/Nursery Stock Product,characteristics/0/Palatable Browse Animal,characteristics/0/Palatable Human,characteristics/0/Post Product,characteristics/0/Pulpwood Product,characteristics/0/Veneer Product,characteristics/0/Protein Potential,characteristics/0/Palatable Graze Animal,Synonyms/0/Id,Synonyms/0/Symbol,Synonyms/0/ScientificName,Synonyms/0/ScientificNameComponents,Synonyms/0/CommonName,Synonyms/0/Group,Synonyms/0/RankId,Synonyms/0/Rank,Synonyms/0/Durations,Synonyms/0/GrowthHabits,Synonyms/0/NativeStatuses,Synonyms/0/MapCoordinates,Synonyms/0/PlantsDistributionResults,Synonyms/0/AcceptedId,Synonyms/0/OtherCommonNames,Synonyms/0/HasSynonyms,Synonyms/0/Synonyms/0,Synonyms/0/Ancestors,Synonyms/0/HasSubordinateTaxa,Synonyms/0/SubordinateTaxa,Synonyms/0/HasWildlife,Synonyms/0/Wildlife,Synonyms/0/HasWetlandData,Synonyms/0/WetlandData,Synonyms/0/HasImages,Synonyms/0/HasRelatedLinks,Synonyms/0/RelatedLinks,Synonyms/0/HasLegalStatuses,Synonyms/0/LegalStatuses,Synonyms/0/HasNoxiousStatuses,Synonyms/0/NoxiousStatuses,Synonyms/0/HasDocumentation,Synonyms/0/HasDistributionData,Synonyms/0/Documentation,Synonyms/0/PlantNotes,Synonyms/0/NumImages,Synonyms/0/ProfileImageFilename,Synonyms/0/ImageId,Synonyms/0/HasInvasiveStatuses,Synonyms/0/InvasiveStatuses,Synonyms/0/ProtectedStatuses,Synonyms/0/PlantGuideUrls,Synonyms/0/FactSheetUrls,Synonyms/0/HasCharacteristics,Synonyms/0/PlantLocationId,Synonyms/0/Characteristics,Synonyms/0/HasEthnobotany,Synonyms/0/Ethnobotanies,Synonyms/0/HasPollinator,Synonyms/0/Pollinators,Synonyms/0/ScientificSort,characteristics/0/After Harvest Regrowth Rate
76633,ACCY2,&lt;i&gt;Acacia cyclops&lt;/i&gt; A. Cunn. ex G. Don,,coastal wattle,,0,,,,,,,76633,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,2,accy2_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acacia cyclops A. Cunn. ex G. Don,Spring and Summer,None,High,Yes,No,No,Yellow,Yes,Dark Green,Dense,Dense,Fine,Black,Yes,Multiple Stem,Rapid,12,12.0,No,Yes,Short,No,Medium,Yes,Semi-Erect,None,Yes,Yes,Yes,None,Low,No,High,Low,Medium,180,High,Medium,8.3,6.0,1200,700,40,16,18,Medium,Intolerant,14,Mid Spring,Field Collections Only,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,35000,Slow,Medium,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76670,ACKO,&lt;i&gt;Acacia koa&lt;/i&gt; A. Gray,,koa,,0,,,,,,,76670,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,acko_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Acacia koa A. Gray,Year Round,None,Low,No,No,No,Yellow,No,Green,Moderate,Moderate,Medium,Brown,No,Single Stem,Moderate,100,110.0,No,Yes,Long,No,High,Yes,Erect,None,Yes,Yes,Yes,None,Medium,No,Medium,Medium,Medium,365,Medium,Medium,7.0,5.0,700,300,200,50,30,None,Intolerant,31,Spring,Routinely Available,Medium,Spring,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,4900,Moderate,Medium,No,None,No,No,No,,Yes,Yes,Yes,High,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76675,ACKO2,&lt;i&gt;Acacia koaia&lt;/i&gt; Hillebr.,,koaoha,,0,,,,,,,76675,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,Acacia koaia Hillebr.,Year Round,None,Low,No,No,No,Yellow,Yes,Green,Dense,Dense,Fine,Yellow,Yes,,Rapid,60,40.0,No,Yes,Long,No,High,No,Rounded,Slight,Yes,No,Yes,None,Medium,No,Low,Medium,Low,365,Low,,7.4,4.0,640,320,200,33,36,None,Intolerant,25,Early Spring,,,Year Round,Year Round,Yes,No,No,No,No,No,Yes,No,No,No,40824,,Low,No,,Yes,No,No,Low,Yes,No,No,Low,Yes,No,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76682,ACLO,&lt;i&gt;Acacia longifolia&lt;/i&gt; (Andrews) Willd.,,Sydney golden wattle,,0,,,,,,,76682,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,aclo_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acacia longifolia (Andrews) Willd.,Spring and Summer,None,High,Yes,No,No,Yellow,Yes,Green,Dense,Dense,Fine,Brown,Yes,Multiple Stem,Rapid,20,20.0,No,Yes,Short,No,Medium,Yes,Semi-Erect,None,Yes,Yes,Yes,None,Low,No,High,Low,Medium,180,High,Medium,8.3,6.0,1200,700,40,16,24,Low,Intolerant,14,Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,33000,Slow,Medium,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76690,ACME,&lt;i&gt;Acacia melanoxylon&lt;/i&gt; R. Br.,,blackwood,,0,,,,,,,76690,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,acme_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acacia melanoxylon R. Br.,Spring and Summer,None,High,Yes,No,No,White,Yes,Dark Green,Moderate,Moderate,Fine,Brown,Yes,Multiple Stem,Rapid,40,40.0,No,Yes,Short,No,Medium,Yes,Erect,None,Yes,Yes,Yes,None,Low,No,High,Low,Medium,180,Medium,Medium,8.3,6.0,1200,300,40,16,28,Low,Intolerant,14,Early Spring,No Known Source,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,31200,Slow,Medium,No,Moderate,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75335,ACVI,&lt;i&gt;Acalypha virginica&lt;/i&gt; L.,,Virginia threeseed mercury,,0,,,,,,,75335,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,acvi_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Acalypha virginica L.,"Spring, Summer, Fall",None,High,No,Yes,No,Red,Yes,Green,Moderate,Porous,Coarse,Red,No,Single Crown,Rapid,,3.0,No,No,,No,None,No,Erect,None,No,No,Yes,None,Low,No,Medium,Medium,None,80,None,Medium,7.0,5.9,4800,1100,60,13,6,None,Intermediate,33,Early Summer,No Known Source,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,678000,Slow,Medium,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
92756,ACCI,&lt;i&gt;Acer circinatum&lt;/i&gt; Pursh,,vine maple,,0,,,,,,,92756,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,acci_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Acer circinatum Pursh,Spring and Summer,None,High,No,Yes,No,Green,Yes,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Moderate,15,20.0,No,No,Long,No,None,Yes,Erect,None,Yes,Yes,Yes,None,None,Yes,Low,Medium,Medium,200,None,Medium,7.5,5.5,1100,700,80,24,24,None,Tolerant,-13,Spring,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,4620,Slow,Medium,No,None,No,No,No,High,No,Yes,No,Medium,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92759,ACFL,&lt;i&gt;Acer floridanum&lt;/i&gt; (Chapm.) Pax,,southern sugar maple,,0,,,,,,,92759,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,acba3_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer floridanum (Chapm.) Pax,Spring and Summer,None,High,No,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Red,Yes,Single Stem,Moderate,30,50.0,No,No,Moderate,No,None,No,Erect,None,Yes,No,Yes,None,Medium,No,Low,Medium,None,200,None,Medium,6.5,5.0,700,300,65,40,24,None,Tolerant,-18,Mid Spring,No Known Source,High,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,7000,Slow,Medium,No,None,No,No,No,,Yes,No,Yes,Low,Yes,No,Yes,Yes,,,92760,ACBA3,&lt;i&gt;Acer barbatum&lt;/i&gt; Michx. p.p.,,,,0,,,,,,,92759,,false,,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,,
92772,ACGI,&lt;i&gt;Acer ginnala&lt;/i&gt; Maxim.,,Amur maple,,0,,,,,,,92772,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,acgi_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Acer ginnala Maxim.,Spring and Summer,None,High,No,Yes,No,White,No,Green,Dense,Moderate,Medium,Brown,Yes,Multiple Stem,Rapid,15,20.0,No,No,Moderate,No,None,Yes,Rounded,None,Yes,No,Yes,None,Low,Yes,Low,Medium,High,120,Medium,Medium,7.5,6.1,700,170,60,30,24,Medium,Intermediate,-28,Mid Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,15200,Slow,Low,No,None,No,No,No,Medium,No,No,Yes,Low,No,No,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92774,ACGL,&lt;i&gt;Acer glabrum&lt;/i&gt; Torr.,,Rocky Mountain maple,,0,,,,,,,92774,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,acgl_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer glabrum Torr.,Spring and Summer,None,High,No,Yes,No,Green,No,Green,Dense,Porous,Coarse,Brown,No,Multiple Stem,Rapid,15,30.0,No,No,Moderate,No,None,Yes,Erect,None,Yes,No,Yes,Low,Medium,Yes,Medium,Medium,High,180,Medium,Low,7.5,5.8,1200,300,60,9,24,None,Intermediate,-43,Late Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,13663,Slow,Low,No,Moderate,No,No,No,Medium,No,No,Yes,Medium,No,No,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92778,ACGLD4,&lt;i&gt;Acer glabrum&lt;/i&gt; Torr. var. &lt;i&gt;douglasii&lt;/i&gt; (Hook.) Dippel,,Douglas maple,,0,,,,,,,92778,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,acgld4_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer glabrum Torr. var. douglasii (Hook.) Dippel,Spring and Summer,None,High,No,Yes,No,Green,No,Green,Moderate,Porous,Coarse,Brown,No,Single Stem,Moderate,20,30.0,No,No,Moderate,No,None,Yes,Erect,None,Yes,No,Yes,None,Low,Yes,Low,Medium,Low,120,None,Medium,7.5,5.5,2700,700,50,16,24,None,Tolerant,-13,Late Spring,Contracting Only,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,16000,Slow,Medium,No,None,No,No,No,Low,No,No,Yes,Medium,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92794,ACGR3,&lt;i&gt;Acer grandidentatum&lt;/i&gt; Nutt.,,bigtooth maple,,0,,,,,,,92794,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,acgr3_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer grandidentatum Nutt.,Spring and Summer,None,High,No,No,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Moderate,20,38.0,No,No,Short,No,None,Yes,Erect,None,Yes,Yes,Yes,Low,None,Yes,Low,Medium,Medium,100,None,Medium,8.0,6.0,1100,700,30,16,24,None,Intermediate,-31,Spring,Routinely Available,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,6350,Slow,Low,No,None,No,No,No,High,No,No,No,Low,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92813,ACMA3,&lt;i&gt;Acer macrophyllum&lt;/i&gt; Pursh,,bigleaf maple,,0,,,,,,,92813,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,9,acma3_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer macrophyllum Pursh,Spring and Summer,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Brown,No,Single Stem,Rapid,30,60.0,No,No,Moderate,No,None,Yes,Erect,None,Yes,Yes,Yes,Medium,Low,Yes,Low,Medium,High,140,None,Medium,7.2,4.8,700,300,260,22,24,None,Intermediate,-14,Mid Spring,Contracting Only,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,3120,Moderate,High,No,None,No,No,No,Medium,Yes,No,Yes,High,Yes,No,No,Yes,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92814,ACNE2,&lt;i&gt;Acer negundo&lt;/i&gt; L.,,boxelder,,0,,,,,,,92814,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,22,acne2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer negundo L.,Spring and Summer,None,High,Yes,Yes,No,White,No,Green,Dense,Porous,Coarse,Brown,Yes,Multiple Stem,Rapid,35,60.0,No,No,Short,No,None,Yes,Erect,None,Yes,Yes,Yes,Medium,High,Yes,High,Medium,Low,100,None,Medium,7.8,5.0,1200,300,75,15,40,Medium,Tolerant,-46,Early Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,11360,Slow,Low,No,Slow,No,No,No,Low,No,No,Yes,Low,Yes,No,Yes,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92832,ACNI5,&lt;i&gt;Acer nigrum&lt;/i&gt; Michx. f.,,black maple,,0,,,,,,,92832,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,acni5_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer nigrum Michx. f.,Spring and Summer,None,High,No,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Brown,No,Single Stem,Moderate,28,100.0,No,No,Moderate,No,None,Yes,Erect,None,Yes,Yes,Yes,Low,Medium,Yes,Medium,Medium,Low,130,None,Medium,7.3,4.5,700,300,60,24,30,None,Tolerant,-47,Late Spring,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,7030,Moderate,Medium,No,None,No,No,No,High,Yes,Yes,Yes,Medium,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92842,ACPE,&lt;i&gt;Acer pensylvanicum&lt;/i&gt; L.,,striped maple,,0,,,,,,,92842,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,acpe_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Acer pensylvanicum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92843,ACPL,&lt;i&gt;Acer platanoides&lt;/i&gt; L.,,Norway maple,,0,,,,,,,92843,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,acpl_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer platanoides L.,Spring and Summer,None,High,Yes,Yes,No,Green,No,Green,Dense,Moderate,Coarse,Brown,Yes,Single Stem,Rapid,25,50.0,No,No,Moderate,No,None,Yes,Erect,None,No,No,Yes,None,Medium,Yes,Low,Medium,Low,100,Medium,Medium,6.8,4.8,700,170,50,24,30,Medium,Intermediate,-28,Early Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,No,No,No,No,2640,Slow,Low,No,None,No,No,No,Medium,No,No,Yes,Low,No,No,No,No,,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92845,ACPS,&lt;i&gt;Acer pseudoplatanus&lt;/i&gt; L.,,sycamore maple,,0,,,,,,,92845,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,acps_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer pseudoplatanus L.,Spring and Summer,None,High,No,No,No,Green,No,Yellow-Green,Dense,Porous,Coarse,Green,Yes,Single Stem,Moderate,60,70.0,No,No,Moderate,No,None,Yes,Erect,None,No,Yes,Yes,None,Low,Yes,Medium,Medium,Medium,140,Medium,Medium,7.0,5.8,700,300,60,32,48,Medium,Intolerant,-23,Late Spring,No Known Source,High,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,5920,Moderate,Medium,No,None,No,No,No,Medium,No,No,Yes,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92846,ACRU,&lt;i&gt;Acer rubrum&lt;/i&gt; L.,,red maple,,0,,,,,,,92846,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,12,acru_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer rubrum L.,Spring and Summer,None,High,Yes,Yes,No,Red,Yes,Green,Dense,Porous,Medium,Red,Yes,Single Stem,Rapid,35,68.0,No,No,Short,No,None,Yes,Rounded,Slight,Yes,Yes,Yes,Medium,High,No,Medium,Medium,Low,80,Low,High,7.3,4.7,1200,170,80,25,30,None,Intermediate,-47,Early Spring,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,No,Yes,No,No,No,22720,Moderate,Medium,No,None,No,No,No,Medium,Yes,No,Yes,Medium,Yes,No,Yes,Yes,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92860,ACSA2,&lt;i&gt;Acer saccharinum&lt;/i&gt; L.,,silver maple,,0,,,,,,,92860,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,12,acsa2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer saccharinum L.,Spring and Summer,None,High,Yes,Yes,No,Yellow,Yes,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,45,90.0,No,No,Moderate,No,None,Yes,Rounded,None,Yes,Yes,Yes,High,Medium,No,Low,Low,Low,120,None,Medium,7.3,4.0,700,170,70,20,32,Low,Intermediate,-47,Early Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,1610,Slow,Low,No,None,No,No,No,Medium,Yes,No,Yes,Low,Yes,No,No,Yes,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92865,ACSA3,&lt;i&gt;Acer saccharum&lt;/i&gt; Marshall,,sugar maple,,0,,,,,,,92865,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,13,acsa3_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Acer saccharum Marshall,Spring and Summer,None,High,No,Yes,No,Green,No,Green,Dense,Porous,Coarse,Brown,No,Single Stem,Slow,20,100.0,Yes,No,Long,No,None,Yes,Erect,None,Yes,No,Yes,None,Medium,Yes,Medium,Medium,Low,80,None,Medium,7.9,3.7,700,300,80,22,40,None,Tolerant,-47,Mid Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,6540,Moderate,High,No,None,No,No,No,High,Yes,Yes,No,Medium,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92875,ACSP2,&lt;i&gt;Acer spicatum&lt;/i&gt; Lam.,,mountain maple,,0,,,,,,,92875,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,acsp2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Acer spicatum Lam.,Spring and Summer,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,No,Multiple Stem,Moderate,25,25.0,No,No,Moderate,No,None,Yes,Erect,None,No,No,Yes,Low,Medium,Yes,Low,Medium,High,100,None,Medium,7.0,4.8,1100,700,70,30,32,None,Tolerant,-47,Spring,No Known Source,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,22720,Moderate,Medium,No,None,No,No,No,Low,No,No,Yes,Medium,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31206,ACMI2,&lt;i&gt;Achillea millefolium&lt;/i&gt; L.,,common yarrow,,0,,,,,,,31206,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,19,acmi2_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Achillea millefolium L.,Spring,Low,Medium,No,No,No,White,Yes,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Moderate,,3.0,No,No,Moderate,No,None,No,Erect,Slight,No,No,Yes,None,Medium,No,Medium,Medium,High,120,None,Medium,8.0,6.0,19000,4800,60,8,8,Low,Intermediate,-38,Early Summer,Routinely Available,Medium,Summer,Summer,Yes,No,No,Yes,No,No,Yes,No,Yes,No,2852012,Slow,Low,No,Slow,No,No,No,,No,No,Yes,Medium,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
31239,ACMIO,&lt;i&gt;Achillea millefolium&lt;/i&gt; L. var. &lt;i&gt;occidentalis&lt;/i&gt; DC.,,western yarrow,,0,,,,,,,31239,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,acla5_003_thp.jpg,0,false,,,,,false,0,,false,,false,,Achillea millefolium L. var. occidentalis DC.,Spring,None,Medium,No,No,No,White,Yes,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Moderate,,3.0,No,No,Moderate,No,None,No,Erect,Slight,Yes,No,Yes,None,Medium,No,Medium,Low,High,100,None,Medium,8.0,6.0,19000,4800,26,8,8,Low,Intermediate,-38,Late Spring,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,3411818,Moderate,High,No,Rapid,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
19939,ACHY,&lt;i&gt;Achnatherum hymenoides&lt;/i&gt; (Roem. &amp; Schult.) Barkworth,,Indian ricegrass,,0,,,,,,,19939,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,17,achy_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Achnatherum hymenoides (Roem. &amp; Schult.) Barkworth,"Spring, Summer, Fall",None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,2.0,No,No,Short,No,None,No,Erect,None,Yes,No,Yes,Medium,High,Yes,High,Low,High,110,None,Low,8.6,6.6,,,16,6,18,Low,Intolerant,-33,Late Spring,Routinely Available,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,161920,Moderate,High,No,None,No,No,Yes,,No,No,No,High,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
